class,eps,spearman,jaccard5,pred_preserved
BruteForce,0.1,0.49412955465587044,0.42857142857142855,False
BruteForce,0.01,0.4449392712550607,0.1111111111111111,False
BruteForce,0.05,0.3790677670728418,0.25,False
BruteForce,0.1,0.40740928236800755,0.1111111111111111,False
BruteForce,0.01,0.35629333513922645,0.1111111111111111,False
BruteForce,0.05,0.4947368421052632,0.0,False
BruteForce,0.1,0.32085020242914986,0.0,False
BruteForce,0.01,0.3981781376518219,0.25,False
BruteForce,0.05,0.28178137651821866,0.1111111111111111,False
BruteForce,0.1,0.3935222672064778,0.1111111111111111,False
BruteForce,0.01,0.4961538461538462,0.25,False
BruteForce,0.05,0.5564777327935223,0.0,False
BruteForce,0.1,0.3378542510121458,0.1111111111111111,False
BruteForce,0.01,0.411336032388664,0.1111111111111111,False
BruteForce,0.05,0.5165991902834008,0.25,False
BruteForce,0.1,0.2374493927125506,0.25,False
BruteForce,0.01,0.4761133603238867,0.1111111111111111,False
BruteForce,0.05,0.28259109311740893,0.25,False
BruteForce,0.1,0.48097165991902835,0.1111111111111111,False
BruteForce,0.01,0.3991902834008097,0.42857142857142855,False
BruteForce,0.05,0.47530364372469636,0.25,False
BruteForce,0.1,0.732995951417004,0.42857142857142855,False
BruteForce,0.01,0.15506072874493926,0.1111111111111111,False
BruteForce,0.05,0.34635627530364377,0.1111111111111111,False
BruteForce,0.1,0.15121457489878543,0.1111111111111111,False
BruteForce,0.01,0.28319838056680163,0.1111111111111111,False
BruteForce,0.05,0.3404858299595142,0.1111111111111111,False
BruteForce,0.1,0.5761133603238867,0.25,False
BruteForce,0.01,0.3390688259109312,0.1111111111111111,False
BruteForce,0.05,0.42165991902834005,0.0,False
BruteForce,0.1,0.5263157894736843,0.1111111111111111,False
BruteForce,0.01,0.22489878542510125,0.25,False
BruteForce,0.05,0.5218623481781377,0.42857142857142855,False
BruteForce,0.1,0.5524291497975709,0.0,False
BruteForce,0.01,0.46558704453441296,0.25,False
BruteForce,0.05,0.5540485829959515,0.25,False
BruteForce,0.1,0.48157894736842105,0.0,False
DDoS,0.01,0.4008097165991903,0.42857142857142855,True
DDoS,0.05,0.31538461538461543,0.25,True
DDoS,0.1,0.3797570850202429,0.25,True
DDoS,0.01,0.28765182186234817,0.25,False
DDoS,0.05,0.2852226720647773,0.1111111111111111,False
DDoS,0.1,0.408502024291498,0.25,False
DDoS,0.01,0.34210526315789475,0.42857142857142855,True
DDoS,0.05,0.2340080971659919,0.0,True
DDoS,0.1,0.2119433198380567,0.1111111111111111,True
DDoS,0.01,0.29028340080971665,0.25,True
DDoS,0.05,0.29615384615384616,0.1111111111111111,True
DDoS,0.1,0.3961538461538462,0.1111111111111111,True
DDoS,0.01,0.2680161943319838,0.42857142857142855,True
DDoS,0.05,0.1311740890688259,0.1111111111111111,True
DDoS,0.1,0.08663967611336032,0.0,True
DDoS,0.01,0.6137651821862348,0.25,True
DDoS,0.05,0.5876518218623482,0.6666666666666666,True
DDoS,0.1,0.3242914979757085,0.42857142857142855,True
DDoS,0.01,0.404251012145749,0.42857142857142855,True
DDoS,0.05,0.581174089068826,0.42857142857142855,True
